Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
20.89,24.2,0,441.5,0.0036922631,0
20.865,24.175,0,447.25,0.0036827236,0
20.89,24.2,0,448,0.0036922631,0
20.89,24.175,0,447.25,0.0036884262,0
20.89,24.2,0,439,0.0036922631,0
20.89,24.15,0,440,0.0036845893,0
20.89,24.2,0,440,0.0036922631,0
20.89,24.1,0,445,0.0036769156,0
20.89,24,0,438,0.0036615689,0
20.945,24,0,438.5,0.0036740499,0
21,24,0,440,0.0036865684,0
20.945,24,0,446,0.0036740499,0
20.945,24,0,447,0.0036740499,0
20.9266666667,24,0,447,0.0036698854,0
20.89,24,0,445,0.0036615689,0
20.89,24,0,446.5,0.0036615689,0
20.945,24,0,446,0.0036740499,0
20.89,23.89,0,453,0.0036446884,0
21,23.89,0,451,0.0036695719,0
21,23.84,0,448.5,0.0036618466,0
21,23.8233333333,0,444.6666666667,0.0036592715,0
21,23.79,0,447,0.0036541214,0
21,23.79,0,447,0.0036541214,0
21,23.79,0,445,0.0036541214,0
21,23.79,0,446.5,0.0036541214,0
21,23.79,0,446.5,0.0036541214,0
21,23.7675,0,442.25,0.0036506452,0
21,23.79,0,443,0.0036541214,0
21,23.79,0,443,0.0036541214,0
20.9633333333,23.79,0,442.3333333333,0.0036458455,0
20.89,23.79,0,444.5,0.0036293433,0
20.89,23.73,0,443.3333333333,0.0036201365,0
20.9175,23.7225,0,446.5,0.0036251486,0
20.89,23.7,0,449,0.0036155333,0
20.89,23.7,0,449.5,0.0036155333,0
20.89,23.6,0,448.5,0.0036001896,0
20.89,23.7,0,446,0.0036155333,0
20.89,23.6,0,446,0.0036001896,0
20.89,23.6,0,444,0.0036001896,0
20.89,23.6,0,443.3333333333,0.0036001896,0
20.89,23.6333333333,0,441.6666666667,0.003605304,0
20.89,23.6,0,449.5,0.0036001896,0
20.89,23.6,0,448.5,0.0036001896,0
20.89,23.6,0,450,0.0036001896,0
20.89,23.6,0,448.5,0.0036001896,0
20.945,23.6,0,446.5,0.0036124601,0
20.89,23.6,0,452.5,0.0036001896,0
20.89,23.6,0,451,0.0036001896,0
20.945,23.5,0,450.6666666667,0.0035970646,0
20.89,23.5,0,449,0.0035848466,0
20.945,23.5,0,449,0.0035970646,0
20.945,23.5,0,448.5,0.0035970646,0
20.89,23.5,0,452,0.0035848466,0
20.89,23.5,0,444,0.0035848466,0
20.89,23.5,0,443.5,0.0035848466,0
20.89,23.5,0,446,0.0035848466,0
20.89,23.5,0,449,0.0035848466,0
20.9266666667,23.5,0,448,0.0035929878,0
20.89,23.5,0,448,0.0035848466,0
20.89,23.5,0,449,0.0035848466,0
20.945,23.5,0,443,0.0035970646,0
20.89,23.5,0,444.25,0.0035848466,0
20.89,23.5,0,445.3333333333,0.0035848466,0
20.89,23.5,0,444.5,0.0035848466,0
20.89,23.5,0,446.5,0.0035848466,0
20.89,23.445,0,446,0.0035764083,0
20.89,23.445,0,448.5,0.0035764083,0
20.89,23.39,0,450,0.0035679702,0
20.89,23.445,0,450.5,0.0035764083,0
20.89,23.5,0,448,0.0035848466,0
20.89,23.5,0,448.3333333333,0.0035848466,0
20.89,23.445,0,446.5,0.0035764083,0
20.89,23.5,0,442.5,0.0035848466,0
20.89,23.5,0,440.5,0.0035848466,0
20.89,23.5,0,443,0.0035848466,0
20.89,23.5,0,453,0.0035848466,0
20.89,23.4266666667,0,450,0.0035735956,0
20.89,23.445,0,451,0.0035764083,0
20.89,23.39,0,452.3333333333,0.0035679702,0
20.89,23.445,0,448,0.0035764083,0
20.89,23.39,0,448,0.0035679702,0
20.84,23.395,0,446.5,0.0035577118,0
20.89,23.39,0,449,0.0035679702,0
20.84,23.34,0,446.5,0.0035493002,0
20.89,23.39,0,448,0.0035679702,0
20.89,23.39,0,450.5,0.0035679702,0
20.89,23.39,0,450.5,0.0035679702,0
20.84,23.34,0,448,0.0035493002,0
20.89,23.39,0,448,0.0035679702,0
20.89,23.34,0,451,0.0035602994,0
20.865,23.2925,0,450,0.0035475203,0
20.89,23.34,0,448.5,0.0035602994,0
20.8566666667,23.26,0,449.5,0.0035407158,0
20.89,23.29,0,446,0.0035526288,0
20.89,23.29,0,443,0.0035526288,0
20.89,23.29,0,443,0.0035526288,0
20.89,23.29,0,448,0.0035526288,0
20.84,23.245,0,448.5,0.0035347715,0
20.89,23.29,0,448.5,0.0035526288,0
20.89,23.29,0,448,0.0035526288,0
20.89,23.29,0,450.5,0.0035526288,0
20.89,23.2,0,451,0.0035388222,0
20.89,23.2,0,453,0.0035388222,0
20.89,23.2,0,449,0.0035388222,0
20.89,23.2,0,448.5,0.0035388222,0
20.89,23.2,0,448.5,0.0035388222,0
20.89,23.15,0,448.5,0.0035311521,0
20.89,23.15,0,453.5,0.0035311521,0
20.84,23.075,0,451,0.0035087745,0
20.89,23.1,0,451.3333333333,0.0035234823,0
20.89,23.1,0,452,0.0035234823,0
20.89,23.1,0,452.5,0.0035234823,0
20.8566666667,23.0666666667,0,450.5,0.0035111198,0
20.89,23.1,0,445.6666666667,0.0035234823,0
20.89,23.1,0,449.5,0.0035234823,0
20.89,23.1,0,450,0.0035234823,0
20.89,23.1,0,454,0.0035234823,0
20.89,23.1,0,452,0.0035234823,0
20.89,23.1,0,453.75,0.0035234823,0
20.89,23.1,0,448.5,0.0035234823,0
20.89,23.1,0,447,0.0035234823,0
20.89,23.1,0,447.75,0.0035234823,0
20.89,23.1,0,452,0.0035234823,0
20.89,23,0,454,0.0035081431,0
20.84,23.05,0,455,0.0035049516,0
20.89,23.1,0,455,0.0035234823,0
20.8566666667,23.0666666667,0,449,0.0035111198,0
20.89,23,0,449,0.0035081431,0
20.89,23,0,452,0.0035081431,0
20.89,23,0,449,0.0035081431,0
20.79,22.89,0,450,0.0034697306,0
20.79,22.89,0,452,0.0034697306,0
20.84,22.945,0,449,0.0034888958,0
20.79,22.89,0,448.3333333333,0.0034697306,0
20.79,22.84,0,448,0.0034621093,0
20.79,22.84,0,449.5,0.0034621093,0
20.79,22.89,0,454,0.0034697306,0
20.79,22.89,0,452,0.0034697306,0
20.79,22.89,0,454.5,0.0034697306,0
20.7,22.89,0,454.5,0.0034504446,0
20.745,22.84,0,454,0.0034524758,0
20.7,22.89,0,454.5,0.0034504446,0
20.745,22.84,0,454,0.0034524758,0
20.79,22.79,0,458,0.0034544881,0
20.7,22.79,0,455.5,0.0034352873,0
20.7,22.79,0,452,0.0034352873,0
20.76,22.79,0,458.3333333333,0.0034480774,0
20.7,22.79,0,460,0.0034352873,0
20.7,22.79,0,455,0.0034352873,0
20.7,22.79,0,455,0.0034352873,0
20.73,22.79,0,449,0.0034416771,0
20.7,22.79,0,459,0.0034352873,0
20.7,22.7,0,457,0.0034216464,0
20.73,22.7,0,454,0.0034280107,0
20.7,22.7,0,452.5,0.0034216464,0
20.7,22.7675,0,456.75,0.0034318771,0
20.7,22.79,0,454.5,0.0034352873,0
20.7,22.7,0,453.5,0.0034216464,0
20.7,22.7,0,458,0.0034216464,0
20.7,22.7,0,451.5,0.0034216464,0
20.7,22.7,0,451,0.0034216464,0
20.7,22.7,0,455.6666666667,0.0034216464,0
20.7,22.7,0,457.5,0.0034216464,0
20.7,22.7,0,452,0.0034216464,0
20.7,22.65,0,451,0.0034140684,0
20.7,22.6333333333,0,454.6666666667,0.0034115424,0
20.7,22.6,0,454.6666666667,0.0034064905,0
20.7,22.6,0,454.5,0.0034064905,0
20.7,22.6,0,456,0.0034064905,0
20.7,22.5,0,455,0.0033913354,0
20.7,22.5,0,451.5,0.0033913354,0
20.7,22.5,0,455,0.0033913354,0
20.7,22.5,0,454.5,0.0033913354,0
20.7,22.5,0,451.6666666667,0.0033913354,0
20.7,22.5,0,453.5,0.0033913354,0
20.7,22.5,0,456.5,0.0033913354,0
20.7,22.5,0,457,0.0033913354,0
20.7,22.5,0,454,0.0033913354,0
20.7,22.5,0,453.5,0.0033913354,0
20.7,22.5,0,457,0.0033913354,0
20.7,22.445,0,459,0.0033830004,0
20.7,22.5,0,459,0.0033913354,0
20.7,22.39,0,454.75,0.0033746656,0
20.7,22.39,0,457,0.0033746656,0
20.7,22.39,0,458,0.0033746656,0
20.7,22.39,0,449,0.0033746656,0
20.7,22.39,0,451,0.0033746656,0
20.7,22.39,0,457.5,0.0033746656,0
20.7,22.39,356,457,0.0033746656,1
20.7,22.4175,426,460.25,0.0033788329,0
20.7,22.5,423.6666666667,465.3333333333,0.0033913354,0
20.7,22.4633333333,423.6666666667,472.6666666667,0.0033857787,0
20.7225,22.5,419,470.75,0.0033960651,1
20.73,22.5,419,472,0.003397643,1
20.7225,22.525,419,470.5,0.0033998591,1
20.7675,22.65,411,478,0.0034283708,1
20.79,22.79,411,492,0.0034544881,1
20.815,22.8675,411,497.75,0.0034716697,1
20.8233333333,23.0333333333,408.3333333333,499,0.0034987918,1
20.815,23.025,400,507,0.0034957152,1
20.89,23.175,396,514.75,0.0035349872,1
20.89,23.29,396,515,0.0035526288,1
20.89,23.29,396,520.75,0.0035526288,1
20.89,23.29,396,526,0.0035526288,1
20.89,23.3233333333,398.3333333333,527,0.0035577425,1
20.945,23.39,399.5,531.25,0.0035801303,1
20.9633333333,23.4633333333,413,536,0.0035954941,1
21,23.5,411,542.75,0.0036093192,1
21,23.5,411,541,0.0036093192,1
21,23.5666666667,411,548.5,0.003619618,1
21,23.6,412.2,553.25,0.0036247675,1
21,23.6,405,559.25,0.0036247675,1
21,23.6,405,567.3333333333,0.0036247675,1
21,23.7,405,569,0.0036402166,1
21,23.7,405,576,0.0036402166,1
21.025,23.7225,405,578.75,0.0036493287,1
21.025,23.7225,412,585.75,0.0036493287,1
21.05,23.745,419,590,0.0036584593,1
21.025,23.7225,419,590,0.0036493287,1
21.1,23.76,419,587.6666666667,0.0036721124,1
21.075,23.72,419,594,0.0036602355,1
21.0333333333,23.6666666667,419,602.3333333333,0.0036425652,1
21.075,23.7675,419,611,0.0036676085,1
21.1,23.79,419,611.3333333333,0.0036767763,1
21.1,23.79,419,613,0.0036767763,1
21.1,23.73,419,615,0.0036674485,1
21.15,23.7225,419,615.75,0.0036776237,1
21.2,23.745,419,620.5,0.0036925154,1
21.2,23.79,419,630.6666666667,0.0036995548,1
21.2,23.79,419,640.5,0.0036995548,1
21.26,23.8566666667,423.6666666667,641,0.0037237496,1
21.29,23.865,422.5,650.75,0.0037319602,1
21.29,23.89,422.5,650.5,0.0037358931,0
21.29,23.89,419,651,0.0037358931,1
21.3233333333,23.9266666667,428.3333333333,654.6666666667,0.0037493639,1
21.29,24,424.6,664.25,0.0037531986,1
21.34,24,426,675.4,0.0037647932,1
21.29,24.05,429.5,675,0.0037610651,1
21.29,24.1,419,679,0.0037689317,1
21.315,24.175,426,685.5,0.0037865682,1
21.29,24.2,419,689.3333333333,0.0037846656,1
21.29,24.2,433,692.75,0.0037846656,1
21.34,24.15,433,695.5,0.0037884665,1
21.3233333333,24.1,433,693.3333333333,0.0037766905,1
21.29,24.1,433,694.25,0.0037689317,1
21.34,24.2225,433,703,0.0037999092,1
21.29,24.29,433,704.5,0.0037988268,1
21.34,24.29,433,709,0.0038105632,1
21.34,24.29,433,721.5,0.0038105632,1
21.3233333333,24.29,426.6666666667,727,0.0038066475,1
21.3566666667,24.29,436.3333333333,733,0.0038144824,1
21.365,24.29,429,736.25,0.0038164434,1
21.39,24.29,429,742,0.0038223315,1
21.3566666667,24.29,429,742.6666666667,0.0038144824,1
21.3233333333,24.29,434,737,0.0038066475,1
21.39,24.2675,444,739.25,0.0038187691,1
21.3233333333,24.29,444,752,0.0038066475,1
21.39,24.29,444,753.75,0.0038223315,1
21.365,24.2225,441.75,746.25,0.0038057729,1
21.39,24.26,446,754.6666666667,0.0038175817,1
21.39,24.26,439,755.3333333333,0.0038175817,1
21.39,24.29,446.5,758.25,0.0038223315,1
21.39,24.29,446,766.6,0.0038223315,1
21.39,24.29,451.5,781,0.0038223315,1
21.4175,24.315,455.25,785.5,0.0038327828,1
21.39,24.29,447.3333333333,789.6666666667,0.0038223315,1
21.445,24.34,444,787.5,0.0038432573,1
21.4633333333,24.3566666667,455.6666666667,787.6666666667,0.0038502533,1
21.5,24.39,454,782.5,0.0038642765,1
21.5,24.39,457.3333333333,782.3333333333,0.0038642765,1
21.5,24.39,454,786,0.0038642765,1
21.5,24.3566666667,465.6666666667,786.6666666667,0.0038589625,1
21.5,24.365,465.5,785.25,0.003860291,1
21.5,24.29,469.6666666667,788,0.0038483348,1
21.525,24.5425,478.5,791.25,0.0038945831,1
21.55,24.5175,471.25,808.75,0.003896587,1
21.6,24.39,473,812,0.00388815,1
21.6,24.55,484.5,811,0.003913817,1
21.7,24.7,482.5,817.75,0.0039621942,1
21.7,24.6966666667,487.5,833.25,0.0039616561,1
21.7675,24.865,490,847.75,0.0040054291,1
21.79,24.89,492,854,0.0040150338,1
21.815,24.9175,497.25,863.5,0.0040256818,1
21.84,25.0225,495.5,869.75,0.0040489739,1
21.89,25.15,495.5,880,0.0040822658,1
21.89,25.2,497,895.75,0.004090435,1
21.89,25.2,497,895.5,0.004090435,1
21.89,25.2925,495.5,910.75,0.0041055486,1
21.9175,25.39,494,919.25,0.0041284503,1
21.9633333333,25.3933333333,498.6666666667,925.3333333333,0.0041406378,1
22,25.4725,504.25,933.75,0.0041629968,1
22,25.5,506,936,0.0041675213,1
22,25.519,505.75,939.375,0.0041706473,1
22,25.538,505.5,942.75,0.0041737734,1
22.025,25.5975,518.5,948.25,0.00418999,1
22.05,25.7475,508.5,961.5,0.0042211833,1
22.0666666667,25.7933333333,503.6666666667,969.3333333333,0.0042330771,1
22.0666666667,25.8933333333,496.3333333333,973.6666666667,0.0042496008,1
22.1,25.9266666667,503,986.3333333333,0.0042638231,1
22.1,25.945,506,994.5,0.0042668588,1
22.1,26.075,489.5,1003.25,0.0042883858,1
22.1,25.83,478,1006.6666666667,0.004247817,1
22.1,25.8233333333,478,1009,0.0042467132,1
22.1,25.8,483.25,998.75,0.0042428498,1
22.1,25.8225,484,998,0.0042465752,1
22.1,26.05,476,1008,0.0042842459,1
22.1,26.1,486.5,1021,0.0042925257,1
22.1,26.0725,476.25,1029.5,0.0042879718,1
22.1,25.745,469,1025,0.0042337434,1
22.1,25.7933333333,459,1015,0.004241746,1
22.1,25.945,459,1011,0.0042668588,1
22.1,26.03,459,1011.6666666667,0.004280934,1
22.125,26.025,460.25,1025,0.0042866772,1
22.1,26.1,446.5,1026.75,0.0042925257,1
22.1,26.1,466.5,1035,0.0042925257,1
22.1,26.175,450.25,1032,0.0043049459,1
22.1,26.2,439,1025.6666666667,0.0043090861,1
22.1,26.1975,450.25,1026.5,0.0043086721,1
22.1,26.2,454,1024,0.0043090861,1
22.075,26.2,450.25,1023.5,0.0043024791,1
22.075,26.2225,454,1026.5,0.0043061995,1
22.1,26.29,454,1031.3333333333,0.0043239912,1
22.1,26.29,454,1027,0.0043239912,1
22.1,26.29,457.75,1031,0.0043239912,1
22.1,26.3566666667,462.3333333333,1033,0.0043350325,1
22.1,26.315,454,1037,0.0043281317,1
22.1,26.39,456.5,1038,0.0043405533,1
22.1,26.39,454,1034.5,0.0043405533,1
22.1,26.39,461.5,1038.5,0.0043405533,1
22.1,26.39,444,1037,0.0043405533,1
22.1,26.5225,449.5,1037.5,0.0043624994,1
22.125,26.4425,449.5,1032.75,0.0043559268,1
22.1,26.47,449.5,1031.5,0.0043538036,1
22.1,26.445,460,1039.25,0.0043496628,1
22.1,26.5,453,1038,0.0043587726,1
22.1,26.445,449.5,1040.25,0.0043496628,1
22.1,26.5,449.5,1036.75,0.0043587726,1
22.1,26.55,460,1045.5,0.0043670544,1
22.1,26.5,453,1038,0.0043587726,1
22.1,26.5,454.75,1041.75,0.0043587726,1
22.1,26.6,449.5,1047.5,0.0043753365,1
22.1,26.6,449.5,1045.5,0.0043753365,1
22.1,26.575,449.5,1041.5,0.0043711954,1
22.15,26.6,449.5,1043,0.0043887824,1
22.1,26.7,455.5,1049,0.0043919012,1
22.1,26.6666666667,454,1048,0.0043863796,1
22.1,26.675,454,1047,0.00438776,1
22.1,26.625,469,1047.4,0.0043794776,1
22.1,26.65,469,1050,0.0043836187,1
22.1,26.625,464,1047.75,0.0043794776,1
22.1,26.65,469,1047,0.0043836187,1
22.1,26.64,469,1048.25,0.0043819623,1
22.1,26.6333333333,459,1044,0.004380858,0
22.1,26.6,459,1036.5,0.0043753365,0
22.05,26.575,469,1039,0.0043577986,0
22.05,26.55,469,1039,0.0043536704,0
22.025,26.4425,469,1034.25,0.0043292686,1
22.05,26.34,469,1024.5,0.0043189955,1
22,26.29,469,1024.75,0.0042975248,1
22,26.29,469,1024,0.0042975248,1
22,26.23,469,1021.6666666667,0.0042876492,1
22.0666666667,26.26,464,1016,0.0043101949,1
22.05,26.245,454,1009,0.0043033104,1
22.075,26.2925,454,1006.25,0.0043177746,1
22.1,26.29,454,1007.5,0.0043239912,1
22.1,26.245,461.5,1008,0.0043165386,1
22.1,26.245,461.5,1002.5,0.0043165386,1
22.1,26.245,464,999,0.0043165386,1
22.1,26.245,459,1006,0.0043165386,1
22.1,26.2,469,1003,0.0043090861,1
22.08,26.216,461.5,1006.5,0.0043064462,1
22.1,26.2,454,1014,0.0043090861,1
22,26.1,454,1009,0.0042662532,1
22.08,26.18,454,1009.6,0.0043004917,1
22.025,26.125,454,1010.5,0.0042769288,1
22,26.175,454,1012.5,0.0042785968,1
22.0333333333,26.23,454,1013.6666666667,0.004296435,1
22.075,26.2675,454,1023.25,0.0043136406,1
22,26.2,439,1025,0.0042827115,1
22.075,26.29,444.25,1022,0.0043173612,1
22.0666666667,26.3566666667,453,1024,0.0043261717,1
22.05,26.34,450.25,1030.5,0.0043189955,1
22.0666666667,26.3566666667,454,1032,0.0043261717,1
22.075,26.3425,454,1033,0.0043260427,1
22.025,26.34,469,1031,0.0043123706,1
22.025,26.315,463,1039,0.0043082492,1
22.0333333333,26.39,471,1044.3333333333,0.004322825,1
22.075,26.365,464,1039.5,0.0043297635,1
22.075,26.365,464,1044,0.0043297635,1
22.0666666667,26.4266666667,464,1044.6666666667,0.0043377416,1
22.0666666667,26.4633333333,474,1051,0.0043438022,1
22.1,26.5,479,1047,0.0043587726,1
22.1,26.5,465.25,1054,0.0043587726,1
22.1,26.5,469,1063.75,0.0043587726,1
22.1,26.5,464,1063.5,0.0043587726,1
22.1,26.525,466.75,1061.25,0.0043629135,1
22.1,26.6,465.6666666667,1065.6666666667,0.0043753365,1
22.1,26.6,464,1073.25,0.0043753365,1
22.1,26.6,459,1083.6666666667,0.0043753365,1
22.1,26.6,454,1082,0.0043753365,1
22.1333333333,26.6,454,1077,0.0043842964,1
22.1,26.6,454,1077.3333333333,0.0043753365,1
22.175,26.6,454,1079.5,0.004395519,1
22.175,26.6,450.25,1077.75,0.004395519,1
22.175,26.6,442.75,1067.75,0.004395519,1
22.175,26.6,439,1070.25,0.004395519,1
22.2,26.6,439,1070.3333333333,0.0044022648,1
22.2,26.6,449.5,1075.5,0.0044022648,1
22.2,26.6,454.75,1076.5,0.0044022648,1
22.2,26.6,448,1068,0.0044022648,1
22.2,26.6,444,1071.5,0.0044022648,1
22.15,26.6,444,1075.75,0.0043887824,1
22.15,26.6,444,1073.25,0.0043887824,1
22.2,26.6,454.6666666667,1069,0.0044022648,1
22.175,26.675,460,1062.5,0.0044080002,1
22.2,26.7,460,1066.25,0.0044189322,1
22.2,26.7633333333,449.3333333333,1060,0.0044294887,1
22.1666666667,26.8566666667,444,1077,0.004435966,1
22.2,26.79,444,1091.75,0.0044339337,1
22.2,26.8566666667,444,1097.3333333333,0.0044450463,1
22.175,26.9175,440.25,1096.75,0.0044483596,1
22.2,26.9175,444,1104,0.004455187,1
22.2,26.89,454.6666666667,1105,0.0044506028,1
22.2,26.9725,449.5,1104.75,0.0044643555,1
22.2,27,454,1108.6666666667,0.0044689399,1
22.2,27,454,1116.25,0.0044689399,1
22.2,27,454,1120.6666666667,0.0044689399,1
22.2,27.025,457.75,1127.25,0.0044731075,1
22.2,27,454,1134.25,0.0044689399,1
22.2,27,454,1131.25,0.0044689399,1
22.2,27.05,454,1131,0.0044772753,1
22.2,27,454,1129.75,0.0044689399,1
22.2,27.0666666667,454,1137.3333333333,0.0044800538,1
22.2,27,449.5,1136.5,0.0044689399,1
22.2,27.075,460,1129,0.004481443,1
22.2,27.1,444,1126.5,0.0044856109,1
22.2,27.075,444,1133.25,0.004481443,1
22.2,27.0666666667,444,1139,0.0044800538,1
22.2,27.1,444,1137,0.0044856109,1
22.175,27.1,444,1136.75,0.0044787365,1
22.2,27.1,444,1131.25,0.0044856109,1
22.2,27.0333333333,444,1132.3333333333,0.0044744968,1
22.2,27,444,1127.5,0.0044689399,1
22.2,27.025,444,1114.5,0.0044731075,1
22.2,27.1,460,1121.25,0.0044856109,1
22.2,27.1,460,1124,0.0044856109,1
22.175,27.175,454.75,1127.25,0.004491221,1
22.175,27.125,460,1136,0.0044828979,1
22.175,27.125,458.5,1127.75,0.0044828979,1
22.2,27.1,461.5,1122.5,0.0044856109,1
22.2,27.1,464,1118,0.0044856109,1
22.2,27.1,465.6666666667,1110,0.0044856109,1
22.2,27.075,481.5,1115,0.004481443,1
22.2,27.1,474,1119.75,0.0044856109,1
22.2,27,486.5,1114,0.0044689399,1
22.175,27,471.5,1104.75,0.0044620912,1
22.2,27.0666666667,474,1099.3333333333,0.0044800538,1
22.2,27,481.5,1097.75,0.0044689399,1
22.2,26.945,489,1093.5,0.0044597712,1
22.2,27,504,1088,0.0044689399,1
22.2,27,502.3333333333,1083.6666666667,0.0044689399,1
22.2,27,524,1085.5,0.0044689399,1
22.2,26.9633333333,550,1086.5,0.0044628274,1
22.2,26.84,554.2,1081.8,0.0044422681,1
22.26,26.8566666667,562.3333333333,1081,0.0044614322,1
22.29,26.865,568.5,1063.25,0.0044710419,1
22.315,26.865,606.5,1063,0.0044778983,1
22.39,26.79,696.5,1078,0.004485874,1
22.39,26.9725,657.25,1086,0.0045166548,1
22.4266666667,27,744,1098.3333333333,0.0045314586,1
22.4725,26.89,708.75,1099,0.0045255455,1
22.5333333333,26.8233333333,607,1092.3333333333,0.0045310832,1
22.575,26.84,660,1093.5,0.0045454919,1
22.6,26.79,688.5,1100.5,0.0045439054,1
22.6,26.815,558,1102,0.0045481767,1
22.6,26.8566666667,661.3333333333,1105,0.0045552957,1
22.675,26.89,665.5,1111.25,0.0045819554,1
22.6666666667,26.9633333333,647.6666666667,1108.3333333333,0.0045922034,1
22.7,27.075,638,1124.25,0.0046207685,1
22.7225,26.7475,558,1125.25,0.0045707458,1
22.7,26.89,534,1106,0.0045889625,1
22.7,26.89,520,1110.3333333333,0.0045889625,1
22.7,26.9175,513.5,1117.5,0.0045936902,1
22.7,26.89,531.25,1120,0.0045889625,0
22.7,26.89,539,1113.6666666667,0.0045889625,0
22.7,26.89,545.75,1104.75,0.0045889625,0
22.675,26.865,604.75,1103.25,0.0045776642,0
22.7,26.815,597.25,1102.75,0.004576069,0
22.7,26.7,528,1090,0.0045563001,0
22.7,26.7,521,1086.25,0.0045563001,0
22.7,26.6666666667,535.6666666667,1083.6666666667,0.0045505703,0
22.675,26.575,533.25,1078.5,0.0045278899,0
22.65,26.55,523.75,1064.75,0.0045166916,0
22.6666666667,26.5666666667,524,1053,0.0045241546,0
22.65,26.55,521,1051,0.0045166916,1
22.625,26.4975,536.25,1041,0.0045008108,1
22.6,26.39,548.3333333333,1039,0.0044755724,1
22.625,26.4975,565.75,1037.5,0.0045008108,1
22.625,26.525,584.5,1043,0.0045055158,1
22.6,26.5,535,1046.3333333333,0.0044943625,1
22.6,26.5,546.3333333333,1045.3333333333,0.0044943625,1
22.6,26.5,630.5,1035.75,0.0044943625,1
22.6333333333,26.46,570.6666666667,1029.6666666667,0.0044966857,1
22.65,26.495,630,1034,0.0045072671,1
22.675,26.525,732.75,1038.5,0.0045193089,1
22.7225,26.4725,686.25,1027,0.0045234107,1
22.76,26.39,635.5,1022,0.0045195538,0
22.8566666667,26.3233333333,676,1024.75,0.0045347414,0
22.89,26.245,567.25,1020,0.0045303558,0
22.89,26.2,582.5,1015.5,0.0045225316,0
22.89,26.1,618.75,1007,0.004505145,0
22.89,26.175,579.25,997.5,0.0045181848,0
22.89,26.1333333333,590.3333333333,1002,0.0045109404,0
22.89,26.1,584.5,1000,0.004505145,0
22.89,26,564,997.75,0.0044877593,0
22.89,25.945,534,987,0.0044781977,1
22.84,25.9175,496.5,983,0.0044597873,1
22.8233333333,25.8566666667,340.6666666667,983,0.0044447201,1
22.79,25.865,38.75,979,0.0044371235,0
22.79,25.8233333333,31,977,0.0044299247,0
22.79,25.9725,26.75,961.5,0.0044556972,0
22.745,26,22,963.25,0.0044482069,0
22.7,26,13,974,0.0044359947,0
22.7,26.075,31,965.25,0.0044488823,0
22.6666666667,26.0666666667,32.6666666667,962.3333333333,0.0044383998,0
22.6,26.05,33.5,957,0.0044175011,0
22.6,26.1,28,949.5,0.0044260403,0
22.5666666667,26.1,31,950.3333333333,0.0044170268,0
22.525,26.1,33.5,949.5,0.0044057826,0
22.5,26.1,31,948.75,0.0043990483,0
22.5,26.1,31,944,0.0043990483,0
22.4175,26.05,33.5,934.5,0.0043684455,0
22.39,26.1,33.5,931.75,0.0043695247,0
22.39,26.1,28.6666666667,928.6666666667,0.0043695247,0
22.39,26.1,46,930.5,0.0043695247,0
22.39,26.1,53,923.25,0.0043695247,0
22.39,26.1,71.5,921,0.0043695247,0
22.34,26.1,103,916.5,0.0043561628,0
22.3233333333,26.1,91.6666666667,912.3333333333,0.0043517168,0
22.29,26.1,90,902.25,0.0043428369,0
22.29,26.1,81.6666666667,903,0.0043428369,0
22.29,26.1,112.75,898.5,0.0043428369,0
22.29,26.1666666667,334.3333333333,900.3333333333,0.0043540074,1
22.29,26.15,472.25,893.75,0.0043512147,1
22.29,26.1,503.5,892.5,0.0043428369,0
22.2675,26.1725,567.5,883.5,0.004348983,0
22.29,26.29,569.25,879.25,0.0043746738,0
22.29,26.26,490.6666666667,887.3333333333,0.0043696467,0
22.29,26.2,487.3333333333,890,0.0043595927,0
22.29,26.2,500,891.25,0.0043595927,0
22.29,26.2,524,891,0.0043595927,0
22.29,26.175,545.3333333333,881,0.0043554037,0
22.315,26.1,520.6,866.25,0.0043494953,0
22.29,26.1,509,864.6666666667,0.0043428369,0
22.34,26.1,476.5,870,0.0043561628,0
22.315,26.1,471.5,862,0.0043494953,0
22.29,26.1,464,857.5,0.0043428369,0
22.29,26.1,464,851.3333333333,0.0043428369,0
22.29,26.1,459,846.75,0.0043428369,0
22.29,26.1,459,844.6666666667,0.0043428369,0
22.29,26.1,454.75,843,0.0043428369,0
22.29,26.1,444,840.5,0.0043428369,0
22.29,26.025,456,831.25,0.0043302706,0
22.29,26,461,829,0.004326082,0
22.29,26,461.5,825.5,0.004326082,0
22.29,26,464,813.6666666667,0.004326082,0
22.29,26,476.5,819,0.004326082,0
22.29,26,489,819.5,0.004326082,0
22.29,25.945,489,810,0.0043168671,0
22.29,25.945,484,809.5,0.0043168671,1
22.29,25.9633333333,454,801,0.0043199387,1
22.2675,25.89,451,795,0.0043017164,0
22.2675,25.89,449.5,785,0.0043017164,0
22.2675,25.9175,449.5,795,0.0043063173,0
22.29,25.9266666667,453,795.25,0.0043137956,0
22.245,25.89,451.75,797.5,0.0042957876,0
22.29,25.89,459,797,0.0043076525,0
22.2675,25.89,459,795.5,0.0043017164,0
22.2675,25.865,464,784.5,0.0042975339,0
22.29,25.89,454,775.5,0.0043076525,0
22.23,25.8233333333,454,777.3333333333,0.0042807115,0
22.2225,25.8925,448,775.5,0.004290283,0
22.2,25.96,453,780,0.0042956141,1
22.2225,25.99,444,781.5,0.0043065502,1
